,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
65,heartsick,furiou,project,america,enoughisenough…,"demand
commonsensegunlaw","
banassaultweapon",thenraisaterroristorgan,gop,tj,groceri,us,togeth,yet,continu,word,violen…,govern,ou…,13,greektown,lead,hux,starkil,gener,torontostrong,stop,north,prevent,neighbor,advic,paralyz,law,wild,nigga,theyloveme❤️❤️❤️❤️❤️❤️,mishacollin,spread,suppos,we…,victim,gun,🤷🏽‍♂️,canada,confisc,registr,control,davidhogg111,,toronto
66,bullshit,torontomayor,aq,threat,school,shooter,hypocrisi,later,condemn,fathom,emperorama1,technolog,as…,scoop,nsxoxoii,thaispz,mytiazimm,shot,econom,davidhogg111,euclidacademi,quinng17,butterfli,fragil,contradict,invas,ur,real,16,sunday,citizen,recognit,surg,dead,noth,torontosmayor,unfortun,chicago,tsk,combat,facial,rare,cnn,tackl,♥️,danforth,gun,canada,いつも自転車で通ってる道なんだけど。。。家から1キロしか離れてない場所で銃乱射事件。。。トロントどうした,toronto
67,affect,possibl,sad,solv,famili,prevent,comprehens,david4florida,violenc,restrict,china,poison,aim,summer,to…,safest,abl,woe,kill,polic,zero,support,victim,continu,shoot,firearm,shot,emythomp,wors,16,o…,shut,sens,cnn,sunday,domest,,scheme,hairbrain,us,torontostrong,compar,gun,itskarliwood,damn,unaccept,blm,biggest,toronto,prayer
68,action,liar,chief,shatter,anxieti,situations…,citi,countri,blame,someon,happen,johntori,problem,singlehandedli,emoji,firearm,horrif,news,done,cop,politician,polic,shoot,violenc,na,instead,report,american,canada,torontoshoot,mass,seen,justintrudeau,ryepolisciguy,416tpsunit,act,still,guncontrolnow,plan,chickfila,gun,canadian,630,prayer,eh,boxcutt,truck,torontopolic,there,toronto
69,juandirection58,prevent,offic,happen…,problem,concern,weekend,andreahorwath,tragic,johntori,canada,england,untest,c…,mani,city😪,hatr,prayer,critic,great,torontostrong,🙏🙏,torontopolic,torontoshoot,type,gop,fight,articl,job,fordnat,hahahahaha,sueannlevi,citi,,night,ass,jarpad,victim,happen,crazi,caus,toronto,report,agre,😔😔😔,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…,😂😂😂😂😂,gun,canadian,sad
70,never,mayb,male,pussif,johntori,lost,restrict,mass,neighbourhood,prayer,research,plan,averag,america,notic,dumbass,sencortezmasto,noth,four,feed,wylin😳😳,kawhi,shoot,polic,wake,violenc,to…,increas,merci,canada,countri,nonsens,victim,justintrudeau,chicago,citi,danforth,control,canadian,gun,💔💔,votethemallout,👏👏👏,drsforamerica,agre,way,stop,problem,,toronto
71,racial,violenc,argument,♥️,reup,comparison,"

holi",import,nra,plan,pass,chicago,idjit,mass,stop,weedwar,billblair,conserv,possibl,shoot,moron,guilti,law,horribl,unfortun,incid,gun,nobodi,cowardli,american,increas,prayer,danforth,put,citi,heart,gunreformnow,torontostrong,louder,tw,❤️,💔💔💔,scari,🙏🏾,agre,amen,"
work",problem,canada,toronto
72,universalhub,focus,justintrudeau,theyr,apolog,whenweallvot,voterturnout,peopl,commun,stop,scare,tragedi,increas,time,johntori,idiot,import,histori,jpag,chicago,believ,shoot,council,mental,tool,blame,mention,gunitmik,baruchelndg,citi,canada,gun,torontostrong,innoc,danforth,terroism,law,domest,mani,uncletizzi,nra,prayer,florida,,scari,brendademands👇😎👇,mondaymotivation👇😎👇,inde,horribl,toronto
73,someth,polic,torontosmayor,prevent,owner,thought,problem,reduc,hold,spanki,election2018,voterregistr,murder,cool,attack,quickli,mofo,victim,daddi,terror,justintrudeau,markwahlberg,fordnat,solut,law,cop,citi,import,happen,bizarr,,campaignatheist,canada,ban,gun,ford,torontostrong,ok,innoc,ye,shoot,say,inescadena1,inde,🤣🤣🤣🤣🤣,1059newsroom,mobti,vote,pardon,toronto
74,mark,three,v…,noth,victim,ford,dead,control,fund,everywher,pray,impact,mass,speak,donald,ibeliev,nra,neighbourhood,action,cost,thispaul,stop,republican,power,mah,git,senseless,tackl,polit,robprovinc,prayer,statement,real,danforth,collat,chicago,davidhogg111,,discuss,read,ye,shoot,bdomenech,‼️,neverincanada,rekt,canada,citi,gun,toronto
75,refus,confisc,intersect,way,alyflo,in…,shoot,excel,gang,patnotpart,stop,nydailynew,caribana,"
bluewave2018",whenweallvot,last,futur,brainwash,parad,cookout,congresswoman,polic,wasn’t,promot,law,perfectli,rivet,conclus,becom,👏👏👏,canada,point,meanwhil,racism,chicago,citi,here😢,control,load,torontostrong,gun,yo,fw,fredguttenberg,nogunzonephilli,cancivlib,👍👍👏👏👊💥❗️,cameronkaski,conclud,toronto
76,kind,youth,agenda,cp24,goe,review,stat,prob,help,mom,method,issu,polit,mental,counterproduct,could,vote,justintrudeau,problem,commun,prevent,wast,andrewsch,yooooh,🙄🙄🙄,well,senfeinstein,reduc,evil,law,prayer,countri,piss,canada,rebeccasaah,control,victim,wtf,shoot,statement,someth,,citi,readyc,guncontrolnow,gun,daveminca,toronto,davidhogg111,nra
77,solut,lost,traumat,later,legal,you’r,trajectori,worthi,politician,tragedyhard,bradybuzz,victim,tori,gang,shooter🤔,prayer,"
toronto",law,step,black,ban,shouldv,torontostrong,im,citi,safe,😒😒😒,notarusski,davidhogg111,shoot,answer,justintrudeau,sad,,liar,relat,behavior,gun,trueli,chicago,young,polic,reduc,canada,alyssamilano,cdnpoli,😂😂😂😂,enoughisenough,🙏🇨🇦🙏,toronto
78,parkland,crazi,gunproblem,heartproblem,triology10,unfortunalti,portland,perpetu,perpetr,politician,fordnat,meetingi,harper,increas,prevent,alarm,incid,terrifi,journorosa,oppos,black,presidenti,recor…,tha…,canadian,🇨🇦,mlkeheadli,one,stopnracult,votelikeyoumeanit,violenc,nra,writer,patrickdevaney,affect,reduc,public,gang,citi,,davidhogg111,sad,gun,rise,control,tragic,word,let’,guncontrolnow,toronto
79,rise,poverti,welfar,affect,heartbreak,happen,enforc,davidhogg111,lib,prove,johntori,york,donat,control,worri,,fred,chicago,remind,nbcnew,happening—not,mlive,clown,inaccur,domest,safe,america,condon,kittensaurex,regular,protect,citi,road,despit,handl,kawhi,lysistrata,commun,govern,violenc,gun,shoot,forward,canada,go,💔💔💔💔💔💔💔,thatsmysen,👏👏👏,sad,toronto
80,arm,consid,“end,gang,determin,💔😢,racism,t…,nra,prayer,fight,shot,wow,men,violenc,that’,tackl,neighbourhood,media,van,caught,illeg,mental,relat,control,firearm,justintrudeau,flotu,bebest,canada,answer,prevent,comment,,broken,law,articl,heart,heartbreak,chicago,end,slt,sens,gun,🙄😕,liber,ap,toronto,🚫andrewsch,foxnew
81,r…,hasnt,relat,thousand,initi,council,uncolor,mexican,senseless,owner,peopl,💔💔,g…,mental,mouth,fear,control,muslim,dloesch,wet,heauxshi,push,nrlc,lauraloom,law,citi,bigot,stand,doesnt,divers,clue,kill,"hussain
globalmuslimban",niawilson,help,nra,🙄🤔,canada,well,hogg,wow,sad,endgunviol,voteblu,sthlibertarian,heartbreak,laura,justintrudeau,toronto,davidhogg111
82,must,anti,violenc,gta,leader,murder,cernovich,citi,ok,upset,mani,ignor,whatev,canada,freakin,azsenategop,cw,kess2000,danforthshoot,danforth,crimin,confus,believ,"
trudeaumustresign","worstpmever
trudeaugrop",end,fact,snort,sick,less,shanewi89137613,nutjob,vote,republican,he,gun,shoot,crazi,death,law,tragic,nra,true,toronto,preach,kavanaughscotu,paulafletcher36,fordnat,coming🇺🇸,davidhogg111
83,cap,shootin,aren’t,in…,men,asmaam,neighbourhood,mondaymotiv,doesnt,attack,anti,glorifi,butt,say,despit,caribana,politician,child,problem,afraid,"exactly
terror",gun,affect,siekensou77,far,control,youth,doesn’t,relat,,terrorist,commun,💚🇨🇦,wow,law,hogg,foot,victim,sheboygandem,great,ye,matter,justice4nia,guncontrolnow,😓😓,toronto,exactli,endgunviol,davidhogg111,canada
84,programsfund,33000,change…,amarch4ourl,momsdemand,newtownact,citi,shoot,compar,rampant,scheer,nightmar,ditto,👇👇,noth,gang,mom…,pbandjenelley1,realise…,accid,commun,muslim,student,standupfightback,david,mani,well,anabailaoto,fraud,grappl,grow,terrorist,come,aleks,newsblock,balthsbart,jjmccullough,tomrodney,law,cityminneapoli,gun,reason,boundari,suggest,canada,davidhogg111,toronto,sad,👇👇👇,👇🏼👇🏼👇🏼👇🏼👇🏼
85,danforthattack,agre,ilk,sorri,manishakrishnan,michigan,horribl,tbh,grappl,disgu…,warmer,danforthstrong,cat,matthewoooo,anywher,davidhogg111,dead,countri,rid,women,mental,domest,shoot,spitbal,yet,dumb,cunt,victim,nervou,man,,law,chicago,there’,meet,ban,moron,torontostrong,tweet,gun,yessssssssssssss,heartbreak,"realdonaldtrump
senatemajldr
speakerryan
gopleader
lindseygrahamsc
chuckgrassley
marcorubio
tedcruz…",expectu,true,fordnat,toronto,nra,end,vote
86,illeg,world,survivor,violenc,rise,preciou,ha,children,jessemccartney,profit,increas,bad,equal,karishma19xx,romantic,cbctoronto,gregbaggio,citi,you’d,problem,messag,blacklivesmatt,violent,p…,control,raginggaycon,ignor,unit,deepli,sick,nra,shoot,danforth,pleas,,movement,peopl,hear,sadden,gun,stop,davidhogg111,satir,true,amen,mrbyun,bulletholecontrol,smh,buy,toronto
87,america,drug,terror,nra,problem,jocmb,prevent,crime,would,year,leftist,fordnat,enforc,victim,join,sin…,appli,ask,cameronkaski,van,spike,lmao,justintrudeau,last,increas,citizen,democrat,theyv,spray,stronger,roach,arm,creat,violenc,may,polic,cultur,disarm,davidhogg111,mental,month,⬇⬇thi,⬇⬇,law,gun,rip,thread,yep,control,toronto
88,11,en…,mikalynmus,mikalyn,rampag,simul,disc…,garbag,thompson,jack,cost,huge,arm,shall,su,boycott,18,kidphenom7,missflaxko,polit,prevent,meaningless,attempt,nearlyeverysinglelaw,state,sure,davidhogg111,liter,kid,knife…,deter,lauraloom,america,american,law,anyth,shoot,nra,legal,mass,care,canada,stop,rucku,classroom,nightmar,victim,snotnos,toronto,gun
89,lea…,blame,idiot,blisstabitha,our…,feast,autumn,12,glad,year,compani,sticker,absolut,guitar,rampag,immobil,mommi,spell,jihad,hogg,david,school,response…,boycott,american,discuss,other,that’,terrorist,end,facial,recognit,【shanghaidaily】,pant,al…,lexforchang,here’,roommat,shoot,domest,mosaicsci,piec,convers,90,comment,,davidhogg111,gun,toronto,hoggtir
90,"hour
insid",est,2pm3pm,lgbt,lgbtq…,tire,billblair,wo…,justintrudeau,marksaunderstp,dougfordn,mayorjohnto,risk,innoc,change…,quot,v…,horrifi,"noise

not",regist,"is

shots
shots
click
cash",alot,ban,break,madco,floresjarod,darwinbondgraha,commun,domest,andreacurri,stricter,absolut,seemsw,deplorablewhi,33000,creat,mayb,anti,turn,nra,norm,cbc,articl,kill,an…,american,shoot,canada,toronto,トロントで起きたのは銃による暴力の問題ではない。カナダには厳しい銃規制があります。トロントで起きたのはジハードです。
91,"bill
also",again…,"
five","tool
in","time
h",wast,bradi,black,coup,mainten,drôle,"

yeah",hilari,du,bill,promot,pass,kind,exactli,mayor,worri,jail,hand,patrici15767099,kaystak,realdonaldtrump,ive…,cbcian,foist,ar…,stori,bbcnew,pro,lot,whose,ramsay,shoot,citi,yall…,o…,difficult,gun,law,rid,solut,grappl,grow,toronto,scari,end
92,blue,oh,skewer,john,politician,oliv,abil,2016,torontosmayor,marquez,nya,bill,senfeinstein,strict,human,repres,terror,cbctoronto,is…,combat,shoot,david,fact,remov,problem,viol…,mani,agit,teachin,✊🏾,mayor,state,gun,treat,franklingraham,useless,mental,homicid,issu,polic,"

ashoot",toronto,back,citi,pleas,davidhogg111,read,away,"yawn

maga",worth
93,gang,grow,meaning,evi…,leadership,engag,rise,t…,end,extinguish,gunreformnow,chicago,citi,blah,outta,torontonian,children,cdnpoli,banassaultweapon,violenc,vote,fight,cdnpress,danforth,lutconnect,blame,gurratansingh,shoot,,incred,sad,grip,grappl,prayer,canada,neveragain,mental,brief,noradalpha,torontostan,torontoshoot,victoriadahl,statu,husband,clue,gun,toronto,happen,votemikelevinca,monsterinthewhitehous
94,tri…,expos,amount,pittsburgh,seen,canada,state,leav,😱😱,rise,end,"
i",cbc,saltaf01,escal,jihad,nra,strict,gang,of…,incarcer,minut,favorit,donat,polic,citi,learn,moral,debat,theloneoutsid,jdawson168,spike,essay,everytown,kylekashuv,nineteen,thinkshhhiiiit,"me

cmon",foxnew,canadianshoot,iranianmoslem,,muslim,mani,victim,kaitmarieox,gun,davidhogg111,found,toronto
95,mental,punnedit55,activist,tbaytraci,aurorabrown,father,action,tellthetruth2m,viking0074,democrat,great,lire,trè,truc,consid,shock,clearli,polic,fredguttenberg,david,white,canada,issu,danforth,citi,and…,violenc,commun,johntori,address,law,shoot,anabailaoto,crime,itali,davidhogg111,control,laidt,gun,toronto,council,actual,read,endgunviol,⁦torontocomms⁩,hashtagvibe105,ourtigercommun,1ari,,end
96,rt,dougsaund,plan,forthede,issu,shotspott,mileslunn,societi,illeg,nugent,deeper,cow,mental,debat,violenc,davidhogg111,torontosmayor,17yearold,continu,chicagomurdercount,strict,health,punish,mass,tarastrong,chriscammc,bradybuzz,chicago,control,canada,studi,polic,shoot,knife,defin,3d,printer,gang,good,gun,move,one,commun,citi,marcorubio,floridalov,tuesdaythought,toronto,100,
97,nugent,ted,canada,that’,exampl,social,b…,keep,school,page,danforth,donat,law,netherland,uhmm,anti,commun,ttccommut,insight,shannonrwatt,canadian,iceland,nova,philli,jesu,lgbt,advoc,yay,canadagunclub,annmcc123,shannon,citi,everytown,nra,lost,christ,son,shoot,"
no",wasnt,pediatrician,truth,tire,🙌🏻🙌🏻,davidhogg111,thread,ryandeitsch,gun,,toronto
98,council,shoot,victim,also,noon,today’,topic,convict,"chapter
megan",hobson,nra…,hey,commun,wrote,west,issu,ryanfeinberg407,though,leader,help,futur,amaz,hand,healthi,t…,tomisokay,brandyljensen,sad,child,share,citi,sadden,stop😞,due,af,reduc,,read,advic,import,abc,control,follow,justiceforanissia,thenraisaterroristorgan,loss,agre,thread,polic,toronto
99,attack,reduc,diseas,law,mass,data,shotspott,elimin,30th,crime,danforth,america,detail,due,mental,everytown,councillor,child,citizen,victim,m…,rip,stat,end,canada,strategi,squirt,read,2005,berni,citynew,disgust,piggli,outta,phone,fuckin,human,paid,shot,amer,davidhogg111,polic,amandaparri,bitter,,gun,inport,guncontrolnow,😔😔,toronto
100,curb,control,noth,2a,court,initi,derrick,stick,fla,donat,crime,jihad,msm,m…,glorifi,tear,gunbail,news,youth,approach,shoot,end,research,begin,canadagunclub,mayor,well,rolandpari,everytown,access,,guy,stop,amandaparri,pleas,nra,smh,graciou,toronto,aswel,brotha,congress,sort,rise,read,interest,davidhogg111,break,said,gun
101,stephenharp,anti,dc,"
come",thru,asmaam,washington,teamenough,canada,violenc,fordnat,commun,i…,earlier,apolog,focu,street,shooter,die,mass,crime,simonthetam,shoot,write,s2,rlli,least,prevent,votenoonkavenaugh,control,import,bio🤥😭💯,seriouslydwib,nathanlean,law,must,,spade,chicago,gun,reduc,amandaparri,citi,state,lol,read,toronto,g1rad,proud,sure
102,gashantiun,theremixproject,iswa,knowknew,dog,solut,leighpatrick,care,enabl,canadian,till,past,mental,black,increas,kid,militari,heard,curfew,mass,citi,control,god,american,horsesho,joecressi,kkk,fuckhead,forget,drunkonkoolaid,enemediafail,"

mammolitti","straight

up

racist",fix,mammo,problem,ok,nra,state,gun,davidhogg111,,whistl,son,stop,supersmart,guncontrolnow,edmontonjourn,gwengraham,toronto
103,load,randcorpor,ntsb,royblunt,moron,incit,danforth,vi…,youth,start,polic,canada,nah,control,toronto,sad😩,lost,safe,shoot,notonemor,keepgo,citi,challeng,jk,incid,motion,cathymcmorri,housegop,topoli,death,entir,respect,truli,nra,,mustread,guy,must,oh,ad,💪🏽💪🏽💪🏽💪🏽💪🏽,maddow,jfc,devast,nooo,voteforwomen,ff,sayspeechless,liber,davidhogg111
104,wors,commun,reduct,toronto,orangeribbonforjami,imwithfr,orangewaveinnovemb,reduc,canada,obey,prevent,violenc,kid,citi,nolor,background,bill,result,great,anoth,nra,strict,gun,safe,solv,hawaii,assassin,recov,control,end,republican,birmingham,ban,research,kevinbacon,miami,leftist,eventu,theresist,question,sound,cw,spot,law,shoot,cours,guncontrol,💔❣️👊🙏😢,pod,agre
105,fight,whitelimo47,itsyokati,minnesota,tragic,violenc,mammol,victim,davidhogg111,america,commit,amongst,racism,glimmer,sexism,noth,correl,spread,children,diseas,black,control,chicago,epmurphymn,rural,damn,reduc,fund,problem,move,studi,momsdemand,nra,shoot,punish,law,toronto,gun,guytiffanyfordto,rid,tori,,caaoffici,continu,curfew,👊🇺🇸,heh,norighttokil,serious,smh
106,world,month,street,choos,kendrick,lamar,book,mass,councilor,tw,brilliant,murder,shoot,lost,report,situat,serial,libtard,children,justintrudeau,fund,cnn,take,fatah,tarek,reduc,davidhogg111,citi,starter,amandaparri,crisi,ctvtoronto,violenc,law,mental,councillor,tragedi,mom,pediatrician,,control,mammmoooooo,end,ye,toronto,faisalhussain,whistl,🤦topoli,gun,gunreformnow
107,zo,terror,crimin,realetti,thr03,decid,increas,rule,mani,nra,davidhogg111,hous,health,protect,ctvnew,gun,ˊ̱˂˃ˋ̱,"
marchforourl","昨年のオピオイド乱用による死亡者は自動車事故や銃犯罪による死亡者より多い

日本だとbzd乱用乱処方のほうが問題なのかな
",greatawaken,roadtochang,maga,mere,divers,proud,prayer,chicago,someth,subtweet,happen,done,fix,actual,sir,stupseeeeeeeeeeeeee,canada,bio,fool,,toronto,idea,thread,big,bs,opiod,ridicul,true,potu,agre,lie
108,cage,julianna,there’,media,solv,canada,away,council,action,victim,chicago,cbcalert,🤔🤔,end,countri,respons,peopl,joecressi,ban,potu,share,💚💚,gun,rifl,raža,afganistāna,shut,assault,daniel,shame,rememb,law,import,crime,issu,whitehous,ye,brown,polic,citi,drug,,toronto,ddlovato,motherfuck,kevinrolston,stillsob,terribl,unbeliev,agre
109,maga,that😎,lemm,tl,howev,citi,congrat,muslim,gun,great,violenc,must,"stopped

topoli",bluewavecoming2018,councillor,ga06,goooo,joecressi,whitehous,liber,that,awesom,dem,essenti,survivorstrong,toronto,jerkfac,lucymcbath,control,news,davidhogg111,1111,ban,ye,canadian,fixthecbc,canadaday,drsarahwakeman,👇👇,yahoo,🧐🧐🧐,👏👏👏👏👏👏,🙏🏿,yaaaaay,👏👏👏👏👏💥,yay,firsttakesa,congratul,lucywins2018,luci
110,ban,itswhtplntscrav,chrisloesch,tiredncrabbi,run,17yearold,treat,win,lucymcbath,media,advoc,thank,shot,women,gon,idea,realiti,hospit,secular,rulesyay,bad,toronto,sunnybrook,gun,lose,mayor,what,whooohooooo,sort,issu,surreal,name,stop,amaz,yay,lost,lucywins2018,well,magawin,bluewav,yassss,🙌🙌🙌🙌🙌🙌🙌🙌,👏👏👏👏,✊🏽ye,yaaaaaaayyyi,fantast,lipservic,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,yea,davidhogg111
111,look…whil,show,tragedi,someth,queen,violent,crime,infecti,stop,remeet,peop…,ill,abo…,danpatrick,shown,speed,deal,wendi,buffet,cukier,dloesch,werent,congrat,women,futur,pray,protest,mcbath,endors,✊🏿,hope,"killings
😡😡😡😡😡😡😡
😰😰😰😰😰😰😰","gunreformnow

end",counti,toronto,wonder,littl,great,come,luci,enoughisenough,yaaasssss,🙌🏾🙌🏾🙌🏾🙌🏾,💗🙌🏾🙏🏿😭👊🏾,yeesss,lt3,"black

girl

mag",woohoo,lucywins2018,ye
112,activist,leader,theyr,wgnnew,schumer,tight,speak,infecti,ignor,perhap,flotu,whitehous,rep,violenc,gun,offic,judgment,tweet🙄,maisbrannigan,judg,polic,excit,davidhogg111,attent,chicago,they’r,narr,eh,tsk,diseas,enough,need,action,control,hablando,sobr,b99,problem,neighbor,,tw,decreas,greycountyguy,itsdeanblundel,crime,racism,marchforourl,yay,lucywin,poisonpillthegop
